2HC-1,E*,0.233300094
2HC-1,K*,
2HC-2,E*,0.246377131
2HC-2,K*,
2HC-3,E*,0.249488809
2HC-3,K*,
2HC-4,E*,0.249625193
2HC-4,K*,
2HC-5,E*,
2HC-5,K*,0.978061799
2HP-1,E*,
2HP-1,K*,1.238173014
2HP-2,E*,
2HP-2,K*,1.059384075
2HP-3,E*,
2HP-3,K*,1.120183186
2HP-4,E*,
2HP-4,K*,1.203874568
